,index,Unnamed: 0,0,1
10943,1756,1756,"Здравствуйте. Хотим построить дом самостоятельно, какой вид кредитования можете предложить? ",20
10944,1757,1757,Какую сумму я могу  взять если  платить 2500 в месяц в 20 числах  ,74
10945,1758,1758,"Добрый день Елена, ко мне пришло спец приложение на кредит могу я узнать подробно, кредит можно получить?  ",32
10946,1759,1759,"Я бы хотел узнать ,какая процентная ставка по кредиту,расчитать сколько будет ежемесечная выплата ",74
10947,1760,1760,"Здравствуйте. В чем заключается &amp, quot, акция молодая семья&amp, quot, ? ",45
10948,1761,1761,"Какова вероятность с пропиской в ЧР, что мне одобряет кредит? ",51
10949,1762,1762,Здравствуйте Дмитрий! Хочу взять кредит наличными! Запросила справку в своей организации! Долго! А деньги нужны в ближайшее время! ,20
10950,1763,1763,"Здравствуйте! Могу ли я через кредит, он-лайн сделать заявку на потребительский кредит? ",16
10951,1764,1764,Не могу войти в мобильное приложение ,67
10952,1765,1765,"Здравствуйте!  Хотел бы взять кредит на покупку дачного дома с участком земли ,  необходима сумма 2500000 ",52
10953,1766,1766,Как получить потребительских кредит  ,16
10954,1767,1767,Когда она будет выпущена<U+FF1F> ,43
10955,1768,1768,Имею потребительский кредит в стороннем банке. Что мне надо для заявки на рефинансирование. И могу ли я подать заявку онлайн? ,16
10956,1769,1769,"Доброе утро! Хотел бы узнать, про кредитную карту, недавно у меня была  кредитная карта на 120000р я ее погасил. А есть ли возможность получить такую же только с меньшей суммой? ",10
10957,1770,1770,"Пришлите, пожалуйста, ссылку на аккредитованные оценочные компании для ипотеки. Среднерусский банк ",51
10958,1771,1771,Можно заказать карту с листом 60 тыс кридитную ,16
10959,1772,1772,Хочу кредит взят в размере до 500 000 рублей  ,20
10960,1773,1773,Хотел взять кредит.можете назвать причину отказа. ,72
10961,1774,1774,Здравствуйте как подключить мобильный банк ,17
10962,1775,1775,"Здравствуйте. Скажите пожалуйста если ,я, являюсь клиентом банка и получаю зарплату на счёт сбербанк, могу ли получить кредит в размере 800000 ",52
10963,1776,1776,Хочу взять кредит наличными ,51
10964,1777,1777,"Добрый день, пользуюсь вашим калькулятором ипотеки, для дохода в размере 80т.р. он показывает, что ежемесячный платеж может составить 62т.р - т.е. ежемесячный платеж по ипотеке может составлять 70-80% от суммы ежемесячного дохода? ",51
10965,1778,1778,Как войти в СБОЛ,2
10966,1779,1779,Я бы хотела взять кредит это возможно? ,51
10967,1780,1780,Хочу взять автомобиль в кредит ,20
10968,1781,1781,Здравствуйте! Как долго изготавливается молодежная карта с индивидуальным дизайном? ,43
10969,1782,1782,Здравствуйте меня зовут Бисултанов Беслан Альбертович я хотел у вас взять кредит я являюсь клиентом вашего банка  ,16
10970,1783,1783,Мне 12 лет. Можно ли оплачивать покупки в этом Возрастные ограниченияе???  ,50
10971,1784,1784,"Были отправлены деньги с Канады по мобильному банку на валютный реквезитный счет в сбербанке, в воскресинье, где деньги? ",58
10972,1785,1785,Ок добрый вечер!  Хотелось бы  подать заявку на  кредит ,16
10973,1786,1786,Хочу оформить кредитную карту. Что нудно для этого? ,54
10974,1787,1787,Я оставлял заявку на кредит мне так и не ответили прошло 4дня ,36
10975,1788,1788,"подписал вчера договор на кредит, деньги до сиз пор не поступили ",47
10976,1789,1789,Я не могу не как оформить кредитную карту с лемитом ,68
10977,1790,1790,"Добрый день , интересует дебетовая карта с индивидуальным дизайном , можно ли оформить ее со своей картинкой ? ",16
10978,1791,1791,"Добрый вечер, хочу взять потребительский кредит без обеспечения  ",51
10979,1792,1792,мне нужно срочно перевести денежку по Сбербанк онлайн  ,29
10980,1793,1793,Как получить предложение от сбербанка об открытии кредитной карты. Зарплату получаю на карту сбербанка.  Спасибо ,32
10981,1794,1794,В договоре *Сохраняй* есть пункт 3.2.1.1.Пожалуйста расшифруйте ,57
10982,1795,1795,"Здравствуйте скажите,а как мне узнать есть ли для меня спец. Предложение по кредиту?  ",32
10983,1796,1796,Здравствуйте хотел взять кредит но недают ,72
10984,1797,1797,"Пришла смс ,мне одобрена сумма 590 тр ",32
10985,1798,1798,Когда возобновят предоставление? ,63
10986,1799,1799,"подана заявка на кредит вчера и до сих пор нет ответа одобрен или нет ,сколько еще ждать? ",36
10987,1800,1800,как мне оставить жалобу на сотрудника чата? ,13
10988,1801,1801,Здравствуйте. А скажите пожалуйста может быть так что в банк пришла карта без конверта с пин-кодом?  ,0
10989,1802,1802,"Подскажите пожалуйста,  какую карту  мне оформить что бы,  можно было снимать максимум и отправлять максимум через онлайн банк  ",19
10990,1803,1803,меня интересует автокредит ,51
10991,1804,1804,Здравствуйте! Какая комиссия за снятие наличных с кредитной карты? ,50
10992,1805,1805,"Здравствуйте Анжелика,хотел оформить карточку для заработной платы,можете помоь с выбором ? ",16
10993,1806,1806,Здравствуйте! Скажите пожалуйста где я могу узнать почему мне отказали в кредите?  ,72
10994,1807,1807,Я хотел бы узнать вы кредит га какую сумму выдаете? ,52
10995,1808,1808,"Здравствуйте, положил на кредитную карту свои деньги, могу я их снять без коммисси? ",50
10996,1809,1809,"Добрый день! Подскажите, пожалуйста, брали ипотеку в Сбербанке под 13.5%. На данный момент сам Сбербанк предоставляет ипотечные кредиты под меньший процент и программы по рефинансированию. Можно ли снизить процент по ипотеке? ",51
10997,1810,1810,Здравствуйте Светлана я бы хотела взять кредит до100 000 т ,20
10998,1811,1811,Как получить карту 14 летниму..? Если я хочу заполнить заявку а мне выдаёт ошибку. ,53
10999,1812,1812,"Здравствуйте, Елена!можно я взять кредит ",20
11000,1813,1813,Взять не большой критит ,20
11001,1814,1814,"Я подала онлайн заявку 28.05.2017 года, прошло уже 2 дня, но ни какого ответа не получила.  ",44
11002,1815,1815,"Доброе Утро! Уточните пожалуйста, нужно найти заявление на вашем сайте, которое необходимо при продаже квартире, что один из супругов не против этой сделки? ",22
11003,1816,1816,подавали заявку на потребительский кредит через сбербанк онлайн 28 мая решиния до сих пор нет почему? ,44
11004,1817,1817,Здравствуйте. Мне нужен кредит ,20
11005,1818,1818,Добрый день! Хотим взять кредит на сумму 300 тыс в вашем банке ,20
11006,1819,1819,Не получается оформлять кредит на сайте ,32
11007,1820,1820,Здравствуйте. Я хотела бы взять кредит ,20
11008,1821,1821,Здраствуйте. Подскажите мне куда списали у меня 8000 тысяч  ,33
11009,1822,1822,Возможно ли переоформить ипотеку мод меньший процент? ,12
11010,1823,1823,"У меня есть кредитная карта банка Сбербанк. Она просрочена, но мне пришла смс, что мне уменьшат лимит, если я не воспользуюсь средствами, чем мне напомнили, что она у меня есть, как раз когда это необходимо!  ",0
11011,1824,1824,здравствуйте!хочу узнать в каком размере я могу взять кредит? ,65
11012,1825,1825,"Здравствуйте Анастасия, я хотела бы узнать когда будет решен вопрос с кредитным лимитом карты 427427 ",47
11013,1826,1826,Скажите пожалусто можно ли взять кредит  ,20
11014,1827,1827,Когда появится возможность взять кредит на получение образования? ,63
11015,1828,1828,Хетелбы взять кридит ,20
11016,1829,1829,Наталья добрый вечер. Хочу оформить кредит. Мне одобрено 1.5 млн. А необходимо 2.0 ,16
11017,1830,1830,При оформлении карты мир онлайн на шаге № 2 требуемые документы в графе код подразделения что указывать? ,68
11018,1831,1831,"Здравствуйте, на работе в этом месяце перевели на другую фирму, но дали 2 справки 2 ндфл , в 1 справке за 2 месяца и с новой фирмы 1 месца   ",52
11019,1832,1832,Интересует ипотека. ,51
11020,1833,1833,Хотел взять кредит и выплачивать его сзарплатной карты ,20
11021,1834,1834,Здравствуйте. Неинашел на сайте программу автокредитования ,0
11022,1835,1835,Здравствуйте Анастасия я хотел бы взять кредит ,20
11023,1836,1836,Здравствуйте! К какой категории заемщика (получатель зарплаты или общие условия) будет относить меня Сбербанк если я являюсь индивидуальным предпринимателем с расчетным счетом в Сбербанке?  ,52
11024,1837,1837,Добрый день! У карт momentum есть какие-либо ограничения? В чем отличие от обычных дебетовых? ,42
11025,1838,1838,"Здравствуйте! Хочу открыть вклад на 6 месяцев, какие вклады можно расссмотреть, хотелось бы высокий процент ",57
11026,1839,1839,Могули я взять кредит в сбербанке если зарплату получаю через сбербанк ,52
11027,1840,1840,могу ли я взять кредит? ,51
11028,1841,1841,"Доброе утро! Подскажите, если я снимаю наличные с карты сбербанка в банкомате сбербанка в другом регионе-будет взыматься комиссия? ",50
11029,1842,1842,Скажите пожалуйста что мне нужно чтобы взять кредит на покупку машины ,51
11030,1843,1843,Оценочная компания суд-эксперт аккредитована? ,41
11031,1844,1844,Хотела бы получить кредит на сумму 50000 если это возможно ,51
11032,1845,1845,Нужен кредит что бы погасить другой  в альфабанке примерно 300000рублей на 24 месяца можно оставить у вас зачвку на рассмотрение что бы не обращатся вотделение сбербанка ,51
11033,1846,1846,"Могу я взять кредит в Краснодаре в вашем банке, учитывая тот момент что я прописан в Крыму, но есть временная регистрация в Краснодарском крае на 3 года ",51
11034,1847,1847,"Здравствуйте, можно ли узнать решение банка о выдаче Ипотеки?  ",36
11035,1848,1848,Здраствуйте. Я не могу зарегистрироваться в сбербанк приложении ,8
11036,1849,1849,Нужен кредит наличными 100000 ,51
11037,1850,1850,Здравствуйте я могу кредит  ,51
11038,1851,1851,900000на 3года  с залогом пттс ,20
11039,1852,1852,"Как узнать,готова ли карта? ",35
11040,1853,1853,где можно найти на сайте бланк справки (о доходах) для получения кредита? ,22
11041,1854,1854,"Добрый день. Одобрили карту с индивидуальным дизайном. Как я теперь узнаю, когда она будет выпущена? ",43
11042,1855,1855,"Насчёт кредита на свое дело, побробно узнать , нужен свой план ? ",52
11043,1856,1856,"У меня взят ипотечный кредит и в договоре указано, что при изменении процентной ставки - я могу также снизить её . Процент сейчас у Вас снизился ? ",12
11044,1857,1857,"Добрый день! Подскажите, пожалуйста, как я могу закрыть свой вклад чтобы не продолжалась пролонгация? ",0
11045,1858,1858,Здравствуйие. Можно ли мне кредит для покупки авто? ,51
11046,1859,1859,Здравствуйте вы бы не могли сказать почему у меня сняли деньги с карты  ,33
11047,1860,1860,"Добрый день, подскажите есть ли у меня специальные предложения по кредитам? ",32
11048,1861,1861,"Здравствуйте, могу ли я оформить кредит на специальных условиях на своё имя, на сумму 800000р. ",52
11049,1862,1862,Возможноли получитьсрочно ерндит ,44
11050,1863,1863,Здравствуйте.хочу взять кредит на личные расходы ,20
11051,1864,1864,Можно у Вас получить кредит на авто ,51
11052,1865,1865,Здравствуйте хотела уточнить вопрос.Мне одобрили ипотеку 1600000 и надо отдать первоначальный взнос.Что происходит со взносом и как расчитают ипотеку?Заранее спасибо ,59
11053,1866,1866,Здравствуйте Ирина хочу взять кредит на 200000 ,20
11054,1867,1867,"Здравствуйте. Мне пришло сообщение, что я могу взять кредит 97000 ",32
11055,1868,1868,Кредиты выдаются только гражданам РФ или гражданам ТС тоже оформляете? ,52
11056,1869,1869,Можно ли заполнить анкету на получение кредита он-лайн? ,16
11057,1870,1870,Могу ли я получить кредит на ведение личного подсобного хозяйства ,52
11058,1871,1871,Хочу оформить кредитную карту  ,54
11059,1872,1872,Не могу найти заявку на кредит в мобильной версии сбербанка ,16
11060,1873,1873,"не приходят СМС с паролем при входе в Интернет банск Сбер-онлайн, точнее вот пришло но с сопозданием более 5 минут ",69
11061,1874,1874,"Добрый день, Можно ли пополнить молодежную карту пополнить евро?, И как это сделать?  ",50
11062,1875,1875,Хочу заявку сделать на кредит ,16
11063,1876,1876,"Здравствуйте!  Скажите пожалуйста я в конце мая оформляла онлайн дебетовую карту,но  я её до сих пор не получила. Как быть? ",43
11064,1877,1877,Подал заявку на кредит 14.06  в сбербанк онлайн...результата нет. ,36
11065,1878,1878,"Здравствуйте, подскажите, пожалуйста, где можно внести изменения в карту с личным дизайном? ",0
11066,1879,1879,Хочу взять кридитную карту ,19
11067,1880,1880,Хочу взять кредит 390000  сколько будет процентная ставка каков будет ежемесячный платеж если кретит возьму на 3 и 5 лет ,20
11068,1881,1881,"Здравствуйте,подскажите пожалуйста,мне прислали предложение взять кредит,для погашения старых с кодом.Я хотел бы узнать,одобрят ли мне этот кредит,если у меня уже 2 кредита? ",65
11069,1882,1882,у вас есть авто кредит ,52
11070,1883,1883,хочу оформить кредит ,16
11071,1884,1884,"Добрый день, получить колибри я могу в любом городе если нахожусь в командировке не находясь у себя в городе? ",23
11072,1885,1885,Забыла пароль в личном кабинете ,3
11073,1886,1886,"Здравствуйте, подскажите, через какое время будет возобновлена выдача образовательного кредита? ",63
11074,1887,1887,"Здраствуйте, Наталья ! По программе ипотека + материнский капитал сертификат может выступать как первоначальный взнос, если ребенку только 2 года? ",51
11075,1888,1888,Есть ли у Сбербанка кредитные карты? ,0
11076,1889,1889,"У меня ки испорчена, ну хотелось бы взять карту кредитную ",16
11077,1890,1890,"я хочу сменить номер телефона, так как мой номер утерян ",11
11078,1891,1891,"Оформлял кредит онлайн,как узнать результат? ",36
11079,1892,1892,"Здравствуйте!Я хотела бы узнать,какие нужно иметь при себе требуемые документы,справки чтоб оформить кредит? ",52
11080,1893,1893,я хочу отправить быстрый перевод в Иркутск из Рязани своей племяннице. Можно ли через онлайн банк?  ,29
11081,1894,1894,Какой кредит на любые цели можете предложить? ,20
11082,1895,1895,Добрый день. Меня интересует потребительский кредит на сумму 200000. Под какой % и на какой срок можно оформить ,51
11083,1896,1896,Здравствуйте) хотела бы спросить) как узнать есть ли у банка персональное предложение на кредит!? ,32
11084,1897,1897,"У меня есть кредитная карта, можно увеличить лимит карты? ",10
11085,1898,1898,"Хочу взять кредит под материнский капитал,что для этого нужно ",20
11086,1899,1899,"Подскажите, действует ли на данный момент образовательный кредит с государственной поддержкой? ",1
11087,1900,1900,Пришла смс с предложением и код R0726811413 ,32
11088,1901,1901,Здравствуйте Алексей Мне нужно кредит можно мне помочь ,20
11089,1902,1902,Мне предлагали кредит 440тысяч рублей как его получить ,16
11090,1903,1903,"Скажите могу ли я снимать деньги в банкоматах &amp, quot, Сбербанк&amp, quot,  Украины с карты Momentum? ",50
11091,1904,1904,"Здравствуйте! Хочу оформить кредитную карту виза моментум, могу ли я это сделать? ",16
11092,1905,1905,Я перезагрузил телефон и сейчас немогу загрузить сбербанк пишет что не может найти устройство для загрузки ,71
11093,1906,1906,Здравствуйте  хотел узнать насчёт кредита  ,20
11094,1907,1907,Хочю оформить кредитную карту ,16
11095,1908,1908,Здравствуйте  меня интересует кредит наличными на сумму1300000 ,20
11096,1909,1909,Здравствуйте. Где я могу заполнить заявку на получение молодежной дебетовой карты с индивидуальным дизайном? ,16
11097,1910,1910,Я  бы хотела узнать есть ли для меня спец предложение по кредиту и на какие условия.  ,32
11098,1911,1911,могу ли я оформить пенсионную карту для своего отца по генеральной доверенности ? ,54
11099,1912,1912,Добрый день.  Я хотела бы рассчитать сумму кредита. Это к вам? ,74
11100,1913,1913,Хочу взять кредит ,20
11101,1914,1914,Я хочу взять кредит для покупки а/м на вторичном рынке для работы . ,20
11102,1915,1915,Я бы хотела  оформить кретит  ,20
11103,1916,1916,"сейчас ставки снизились, может банк нам также снизить процент? ",12
11104,1917,1917,Хочу получить автокредит ,20
11105,1918,1918,Хотелось бы узнать одобрят ли кредит на 130 тысяч. С доходом в среднем 15000. Сроком на 3 года ,51
11106,1919,1919,"добрый день, я бы хотела взять кредит, может быть есть спец предложение? ",39
11107,1920,1920,"Привет. Где на вашем сайте есть инфа, что номер 9000 это ваш номер ? Отправьте , пожалуйста, ссылку.  ",0
11108,1921,1921,Хотел узнать решение о выдачи кредита ,36
11109,1922,1922,Здравствуйте мне надо кридит 10.000 тысячи я могу брать кридит ,51
11110,1923,1923,"Здравствуйте.подскажите пожалуйста,почему я не могу перевести деньги с карты сбербанка на карту альфа банка через сбербанк онлайн? ",0
11111,1924,1924,"Здравствуйте! Подскажите пожалуйста, можно ли использовать средства материнского капитала как первоначальный взнос при ипотечной программе молодая семья? ",52
11112,1925,1925,Счёт сбер книжки проверить ,26
11113,1926,1926,Помогите оформить кредит  ,20
11114,1927,1927,Как долго идут деньги с киви кошелька ,37
11115,1928,1928,Мне нужна кредитная карта с лимитом 15000-30000р. ,19
11116,1929,1929,Здравствуйте!  Хотела бы оформить автокредит ,51
11117,1930,1930,Могу ли я взять ипотеку в банке не по месту жительства?  ,51
11118,1931,1931,"Доброго времени суток!! Есть ли в банке возможность, брать небольшую сумму на личные расходы на небольшой срок?  ",20
11119,1932,1932,"Доброе утро, у меня карта моментум, если я сниму с нее деньги будет ли комиссия? ",50
11120,1933,1933,"Хочу оформить зарплатную карту, работаю на бал аэс ",19
11121,1934,1934,"Добрый день! Не приходит одноразовый пароль от Сбербанка. От других контактов СМС поступают, как обычно ",69
11122,1935,1935,Сколько времени делается дебатов карта виза классик ,46
11123,1936,1936,"Мне нужна кредитная карта для интернет покупок, для безналичного расчета в магазинах, без годового обслуживания и чтобы с карты на карту переводить можно было и как возможность снятие наличных с карты если такое возможно ",19
11124,1937,1937,Добрый день.мы молодая семья. Хотим взять ипотеку. В нашем филиале(по проживанию) нам не дают ипотеку по тем процентам что указаны у вас на сайте ,45
11125,1938,1938,Здравствуйте Елена. Можете проверить мой вклад сохраняй? ,0
11126,1939,1939,Я хотел спросить на счёт кредита. Какую сумму мне могут дать  ,64
11127,1940,1940,"    при оформлении автоплатежа сбербанк онлайн погашение кредитов других банков сбербанк онлайн выдоет бик044525000 а в договоре по кредиту указан бик044525311 это одно итоже или нет &amp, quot, ОТП Банк&amp, quot,  ",0
11128,1941,1941,Подал заявку на оформление кредитной карты хотел узнать результат ,36
11129,1942,1942,Добрый день! Что нужно для того чтобы получить карту от сбербанка ( кредитную) ,54
11130,1943,1943,"Можно узнать ,есть ли мне предложение?дело в том,что я поменяла номер телефона ",32
11131,1944,1944,Мне см пришло по поводу кредита - вот узнать хочу  ,32
11132,1945,1945,"У меня обычная карта, но хочу бесконтактную, что для этого нужно сделать ? ",0
11133,1946,1946,Хочу заказать карту с индивидуальным дизайном ,16
11134,1947,1947,"Здравствуйте, Максим. Могу ли я оставить заявку на оформление кредита наличными? И как это сделать? ",16
11135,1948,1948,Я хотела бы поинтересоваться  насчёт  кредитной карты? Более на проценты выгодной ,52
11136,1949,1949,как получить новую кредитную карту сейчас? ,54
11137,1950,1950,Я гражданин другой страны могу ли я получить кредит  ,52
11138,1951,1951,Я хотел уточнить по поводу кредита наличными  ,51
11139,1952,1952,"Добрый день! Подскажите. пожалуйста, можно ли как-то запросить или где то узнать историю переводов Колибри? ",31
11140,1953,1953,"добрый день!  у меня вопрос на  счет индивидуального дизайна:  у вас есть документ, что можно печатать , а что нельзя ? ",54
11141,1954,1954,Как взать кредит ,16
11142,1955,1955,"Здравствуйте, я отправил заявку на оформление карты через сайт, возможно ли отменить эту заявку? ",15
11143,1956,1956,Хотел узнать работает или нет чат ,0
11144,1957,1957,Мне не дают кредит в сбере хо я я уже как 8 лет явлююсь его клиентом зп получаю на вашу карту ?что делать в другие банки идти не охото чтоделать подскажите ,72
11145,1958,1958,"Добрый день. У меня имеется сберкнижка, на счету которой лежит определенная сумма. Счет был открыт в феврале этого года. Если я досрочно расторгну договор и сниму эти деньги в этом месяце, какие будут последствия? ",0
11146,1959,1959,Я хочу взять карту кредитную на сумму 50000 ,19
11147,1960,1960,Я хочу взять кредит ,20
11148,1961,1961,"здравствуйте! подскажите, где можно найти на сайте список аккредитованных страховых компаний? ",41
11149,1962,1962,Чё то я не понимаю как отправить заявку на рефинансирование кредита в другом банке..это через вас как то можно сделать?? ,16
11150,1963,1963,меня интересеет автокредит с господдержкой ,52
11151,1964,1964,Kak mojna kredit viziyat ,16
11152,1965,1965,"отлично. скажите, пожалуйста, при продлении страховки в рамках ипотечного кредита, можно обратиться влюбое отделение или только то, где оформляли кредит? ",0
11153,1966,1966,Сколько по времени готовится молодежная карта при онлайн заявке ? ,43
11154,1967,1967,По поводу смс с предложен  ,32
11155,1968,1968,"Здравствуйте, а сколько по времени делается карта аэрофлот?  ",43
11156,1969,1969,Хочу взять кредит  ,20
11157,1970,1970,"Здравствуйте, какие реквизиты необходимы для перевода денег за границу юридическому лицу? ",58
11158,1971,1971,"Вопрос по переводу &amp, quot, Колибри&amp, quot,  ",58
11159,1972,1972,"Здравствуйте, Хочу взять кредит на ЛПХ  ",52
11160,1973,1973,Хочу приобрести квартиру  ,51
11161,1974,1974,Здравствуйте.. моему супругу приходят смс из банка что лн может взять кредит более 1900000 но когда он обратился в банк ему отказали.. банк обьяснять причину не стал.. сейчас опять пришли смс..  ,72
11162,1975,1975,"Здравствуйте, хотела бы узнать, выдается ли кредит гражданам СНГ? ",51
11163,1976,1976,"В кредитном калькуляторе &amp, quot, категория заемщика&amp, quot,  -получатель зарплаты - это должно быть зарплатным проектом или просто можно перевести денььги на карту? ",52
11164,1977,1977,Здравствуйте.Мне нужен кредит на 50000-60000 .Есть предложение выгодное? ,51
11165,1978,1978,Как онлайн отправить заявку на кредит ,16
11166,1979,1979,Кредит хочу брать ,20
11167,1980,1980,У меня кредит в сбербанке. Осталось около 28000. Хочу оформить кредит На 100000. И погасить эту задолженность.остальное На учебу ,20
11168,1981,1981,"Здравствуйте, вопрос касается молодёжной дебетовой карты. Скажите, пожалуйста, эта карта есть с бесконтактной технологией оплаты? PayPass ",50
11169,1982,1982,"Здравствуйте,у меня вопрос такой,если клиент сбер банка с другого города,например Челябиск.со своей карты переведет мне на карту.один миллион.снимут ли процент,если да то сколько? ",0
11170,1983,1983,"Здравствуйте, подскажите, должна ли сниматься оплата смс при пополнении счета мобильного телефона через номер 900 ",48
11171,1984,1984,Я хочу открыть сбербанк онлайн  ,8
11172,1985,1985,"Здравствуйте, мне нужно сделать перевод. ",0
11173,1986,1986,Добрый день. Подскажите пожалуйста каковы условия ипотечного кредитования для иногородних. Например: Человек живущий на севере хочет купить жильё в Москве. Он проживает и работает собственно на том же севере ,52
11174,1987,1987,Что нужно для оформления кредита?  ,51
11175,1988,1988,Как мне можно взять кредит без справок с место работы и не офицально устроин ,51
11176,1989,1989,не поступает пароль по смс ,69
11177,1990,1990,Я хочу карту ещё  ,46
11178,1991,1991,"Добрый вечер , могу ли я получить кредит на автомобиль ",52
11179,1992,1992,У меня пропал номер телефона из договора на карту ,69
11180,1993,1993,Расскажите мне пожалуйста об условиях получение кредита  ,52
11181,1994,1994,"хотел бы взять кредит в размере 700 тысяч на строительство дома ,мне 22 года,получаю ЗП  на карту сбербанка в размере 42000, кредит хотел бы взять на 5 лет, как посчитать переплату? и есть ли спец.предложения? ",20
11182,1995,1995,Я хочю взять кредит как мне его оформить ,16
11183,1996,1996,"Добрый день! Подскажите, пожалуйста, как я могу узнать одобрял ли мне кредитную карту Momentum . Спасибо ",16
11184,1997,1997,как перевести деньги с карты моментум на карту другого банка? ,29
11185,1998,1998,Как я могу теперь получить их ,16
11186,1999,1999,Хочу проконсультироваться по поводу кредита на недвижимость  ,16
11187,2000,2000,Добрый день. У меня есть действующий кредит в вашем банке. Можно переоформить кредит на большую сумму? ,12
11188,2001,2001,Здравствуйте. Хотел бы взять кредит ,20
11189,2002,2002,Хочу взять кредит на покупку нового автомобиля под залог птс ,20
11190,2003,2003,хочу заявку подать на потребительский кредит  ,16
11191,2004,2004,"Здравствуйте, ипотека жильё на сумму 1200000 от 3до 5 рассчитайте сколько в мес платить? ",74
11192,2005,2005,Здравствуйте Анастасия. Я хотел бы взять Кредит ,20
11193,2006,2006,Мне нужен кредит ,20
11194,2007,2007,Мне нужна Ваша помощь. Надо перевести мою пенсию с одного моего счета на карту ,29
11195,2008,2008,Какие требуемые документы нужны какие проценты и срок ,52
11196,2009,2009,"Я заказала карту молодежную с индивидуальным дизайном . Мне одобрили дизайн 5.07.17 , когда будет готова карта? ",43
11197,2010,2010,Как можно снять более 500 тысяч наличных с карты  виза класик? ,50
11198,2011,2011,"С 05,06,2017 объявили о снижении % ставки по ипотечному кредитованию на готовое жилье. Скажите, пож-та, на какой % за пользование кредитлм я могу расчитывать при условии: зарплатный проект+ эл.регистрация в Сбербанке? ",20
11199,2012,2012,Я оставлял заявку на кредит мне одобрили или нет не подскажите ! Добрый день ! ,36
11200,2013,2013,Меня интересует займ на сумму 30000 рублей ,20
11201,2014,2014,"Добрый день,скажите пожалуйста если я брала потребительский кредит в вашем банке могу ли я воспользоваться реферансирование м кредита? ",51
11202,2015,2015,"Здравствуйте,я бы хотела оформить кредит онлайн,как мне это сделать? ",16
11203,2016,2016,здравствуйте хотела у вас уточнить можно ли взять у вас кредит 600000 тыс без первоначального взноса ? ,51
11204,2017,2017,Как можно получить кредит на рефинансирование? ,52
11205,2018,2018,Здравствуйте а можно заявку на кредит оставить  ,16
11206,2019,2019,ЗДРАСТВУЙТЕ ИВАН.ПОДСКАЖИТЕ КАК СОХРАНИТЬ ЛОГИН И ПАРОЛЬ  ВХОД В СБЕРБАНК ОНЛАЙН? ЧТОБ ВСЕГДА НЕ НАБИРАТЬ. ,2
11207,2020,2020,Хочу получить на карту кредит<U+04E3> ,19
11208,2021,2021,Какие сейчас проценты по вкладам на 3 мес. Сумма 4 млн руб ,18
11209,2022,2022,"Добрый день,хотелось бы узнать по поводу выпуска карты. Заказала карту  онлайн 7 дней назад интересует ее статус. ",35
11210,2023,2023,"Расскажите про стоимость обслуживания молодежной карты. 150 руб пока не исполнилось 26? Или только первый год? В общем, поясните :) ",50
11211,2024,2024,"Сергей здравствуйте, как можно получить кредитную карту?  ",16
11212,2025,2025,Я бы хотела взять  кредит. Одобрительно  ли банк отнесется  к  этому ,64
11213,2026,2026,Меня интересует вопрос: можно ли картой МОМЕНТУМ оплачивать покупки в интернете? ,50
11214,2027,2027,"Доброе утро, Наталья. Подскажите пожалуйста! Вот я подключила услугу пенсия в сбербанк. А как мне можно ее отключить? ",0
11215,2028,2028,"Добрый день. Подскажите пожалуйста, могу ли я получить кредитную курту Visa и Mastercard Momentum не имея персонального предложения. Использую дебедовую карту Сбер Банка.  ",16
11216,2029,2029,В НАСТОЯЩЕЕ ВРЕМЯ ВКЛАД  ДОБРЫЙ ГОД  СУЩЕСТВУЕТ  ,18
11217,2030,2030,"Принесла требуемые документы в четверг на рефинансирование, как смогу узнать о результате? ",36
11218,2031,2031,"Здравствуйте,хочу взять кредит? ",20
11219,2032,2032,Есть вопросы по ипотечному кредитованию ,52
11220,2033,2033,Хочу взять кредит  ,20
11221,2034,2034,"Добрый день, подскажите мне, пожалуйста,каково годовое обслуживание кредитной карты MasterCard Gold? ",49
11222,2035,2035,хотел узнать что с моей заявкой на кредит.подавал в онлайн .прошло 2 недели. с момента подачи. ,36
11223,2036,2036,Здравствуйте можно будет взять кредит  ,20
11224,2037,2037,Здравствуйте я бы хотела взять кредит ,20
11225,2038,2038,Здравствуйте. При ипотеке нужны поручители или созаемщики?  ,52
